id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
697,NO_E_Balance,2050,1,19,19,-0.0
698,NO_E_Balance,2050,1,20,20,-0.0
699,NO_E_Balance,2050,1,21,21,-0.0
700,NO_E_Balance,2050,1,22,22,-0.0
701,NO_E_Balance,2050,1,23,23,-0.0
702,NO_E_Balance,2050,1,24,24,-0.0
703,NO_E_Balance,2050,2,1,1,1518.380461127451
704,NO_E_Balance,2050,2,2,2,1518.380461127451
705,NO_E_Balance,2050,2,3,3,1518.380461127451
706,NO_E_Balance,2050,2,4,4,1518.380461127451
707,NO_E_Balance,2050,2,5,5,1518.380461127451
708,NO_E_Balance,2050,2,6,6,1518.380461127451
709,NO_E_Balance,2050,2,7,7,1518.380461127451
710,NO_E_Balance,2050,2,8,8,1518.3804611274504
711,NO_E_Balance,2050,2,9,9,1518.380461127451
712,NO_E_Balance,2050,2,10,10,1518.3804611274527
713,NO_E_Balance,2050,2,11,11,-0.0
714,NO_E_Balance,2050,2,12,12,-0.0
715,NO_E_Balance,2050,2,13,13,-0.0
716,NO_E_Balance,2050,2,14,14,-0.0
717,NO_E_Balance,2050,2,15,15,-0.0
718,NO_E_Balance,2050,2,16,16,-0.0
719,NO_E_Balance,2050,2,17,17,-0.0
720,NO_E_Balance,2050,2,18,18,1518.380461127451
721,NO_E_Balance,2050,2,19,19,1518.380461127451
722,NO_E_Balance,2050,2,20,20,1518.380461127451
723,NO_E_Balance,2050,2,21,21,1518.380461127451
724,NO_E_Balance,2050,2,22,22,1518.380461127451
725,NO_E_Balance,2050,2,23,23,1518.380461127451
726,NO_E_Balance,2050,2,24,24,1518.380461127451
727,NO_E_Balance,2050,3,1,1,-0.0
728,NO_E_Balance,2050,3,2,2,-0.0
729,NO_E_Balance,2050,3,3,3,-0.0
730,NO_E_Balance,2050,3,4,4,-6.821210263296962e-13
731,NO_E_Balance,2050,3,5,5,-0.0
732,NO_E_Balance,2050,3,6,6,-0.0
733,NO_E_Balance,2050,3,7,7,-1.2789769243681803e-13
734,NO_E_Balance,2050,3,8,8,1552.7662138901862
735,NO_E_Balance,2050,3,9,9,1552.7662138901862
736,NO_E_Balance,2050,3,10,10,-1.2789769243681803e-13
737,NO_E_Balance,2050,3,11,11,-1.2789769243681803e-13
738,NO_E_Balance,2050,3,12,12,-0.0
739,NO_E_Balance,2050,3,13,13,-0.0
740,NO_E_Balance,2050,3,14,14,-0.0
741,NO_E_Balance,2050,3,15,15,-1.2789769243681803e-13
742,NO_E_Balance,2050,3,16,16,-1.2789769243681803e-13
743,NO_E_Balance,2050,3,17,17,1552.7662138901862
744,NO_E_Balance,2050,3,18,18,1552.7662138901862
745,NO_E_Balance,2050,3,19,19,1552.7662138901862
746,NO_E_Balance,2050,3,20,20,-0.0
747,NO_E_Balance,2050,3,21,21,-0.0
748,NO_E_Balance,2050,3,22,22,-0.0
749,NO_E_Balance,2050,3,23,23,-1.2789769243681803e-13
750,NO_E_Balance,2050,3,24,24,-0.0
751,OBZLL_E_Balance,2050,1,1,1,1.6724399642953358e-12
752,OBZLL_E_Balance,2050,1,2,2,-2.822186928597148e-13
753,OBZLL_E_Balance,2050,1,3,3,-1.390221271435621e-12
754,OBZLL_E_Balance,2050,1,4,4,-0.0
755,OBZLL_E_Balance,2050,1,5,5,-2.822186928597148e-13
756,OBZLL_E_Balance,2050,1,6,6,2.822186928597148e-13
757,OBZLL_E_Balance,2050,1,7,7,-0.0
758,OBZLL_E_Balance,2050,1,8,8,-0.0
759,OBZLL_E_Balance,2050,1,9,9,-0.0
760,OBZLL_E_Balance,2050,1,10,10,-0.0
761,OBZLL_E_Balance,2050,1,11,11,-0.0
762,OBZLL_E_Balance,2050,1,12,12,-0.0
763,OBZLL_E_Balance,2050,1,13,13,-0.0
764,OBZLL_E_Balance,2050,1,14,14,-0.0
765,OBZLL_E_Balance,2050,1,15,15,-0.0
766,OBZLL_E_Balance,2050,1,16,16,-0.0
767,OBZLL_E_Balance,2050,1,17,17,-0.0
768,OBZLL_E_Balance,2050,1,18,18,5.17585974080248e-13
769,OBZLL_E_Balance,2050,1,19,19,-0.0
770,OBZLL_E_Balance,2050,1,20,20,-0.0
771,OBZLL_E_Balance,2050,1,21,21,-0.0
772,OBZLL_E_Balance,2050,1,22,22,-0.0
773,OBZLL_E_Balance,2050,1,23,23,-0.0
774,OBZLL_E_Balance,2050,1,24,24,-0.0
775,OBZLL_E_Balance,2050,2,1,1,1518.380461127451
776,OBZLL_E_Balance,2050,2,2,2,1518.380461127451
777,OBZLL_E_Balance,2050,2,3,3,1518.380461127451
778,OBZLL_E_Balance,2050,2,4,4,1518.380461127451
779,OBZLL_E_Balance,2050,2,5,5,1518.380461127451
780,OBZLL_E_Balance,2050,2,6,6,1518.380461127451
781,OBZLL_E_Balance,2050,2,7,7,1518.380461127451
782,OBZLL_E_Balance,2050,2,8,8,1518.380461127451
783,OBZLL_E_Balance,2050,2,9,9,1518.380461127451
784,OBZLL_E_Balance,2050,2,10,10,-0.0
785,OBZLL_E_Balance,2050,2,11,11,-0.0
786,OBZLL_E_Balance,2050,2,12,12,-0.0
787,OBZLL_E_Balance,2050,2,13,13,-0.0
788,OBZLL_E_Balance,2050,2,14,14,-0.0
789,OBZLL_E_Balance,2050,2,15,15,-0.0
790,OBZLL_E_Balance,2050,2,16,16,-0.0
791,OBZLL_E_Balance,2050,2,17,17,-0.0
792,OBZLL_E_Balance,2050,2,18,18,1518.380461127451
793,OBZLL_E_Balance,2050,2,19,19,1518.380461127451
794,OBZLL_E_Balance,2050,2,20,20,1518.380461127451
795,OBZLL_E_Balance,2050,2,21,21,1518.380461127451
796,OBZLL_E_Balance,2050,2,22,22,1518.380461127451
797,OBZLL_E_Balance,2050,2,23,23,1518.380461127451
798,OBZLL_E_Balance,2050,2,24,24,1518.380461127451
799,OBZLL_E_Balance,2050,3,1,1,-0.0
800,OBZLL_E_Balance,2050,3,2,2,-0.0
801,OBZLL_E_Balance,2050,3,3,3,-0.0
802,OBZLL_E_Balance,2050,3,4,4,-0.0
803,OBZLL_E_Balance,2050,3,5,5,-0.0
804,OBZLL_E_Balance,2050,3,6,6,-0.0
805,OBZLL_E_Balance,2050,3,7,7,-0.0
806,OBZLL_E_Balance,2050,3,8,8,-0.0
807,OBZLL_E_Balance,2050,3,9,9,-0.0
808,OBZLL_E_Balance,2050,3,10,10,-0.0
809,OBZLL_E_Balance,2050,3,11,11,-0.0
810,OBZLL_E_Balance,2050,3,12,12,-0.0
811,OBZLL_E_Balance,2050,3,13,13,-0.0
812,OBZLL_E_Balance,2050,3,14,14,-0.0
813,OBZLL_E_Balance,2050,3,15,15,-0.0
814,OBZLL_E_Balance,2050,3,16,16,-0.0
815,OBZLL_E_Balance,2050,3,17,17,-0.0
816,OBZLL_E_Balance,2050,3,18,18,-0.0
817,OBZLL_E_Balance,2050,3,19,19,-0.0
818,OBZLL_E_Balance,2050,3,20,20,-0.0
819,OBZLL_E_Balance,2050,3,21,21,-0.0
820,OBZLL_E_Balance,2050,3,22,22,-0.0
821,OBZLL_E_Balance,2050,3,23,23,-1.2789769243681803e-13
822,OBZLL_E_Balance,2050,3,24,24,-0.0
823,PL_E_Balance,2050,1,1,3,-0.0
824,PL_E_Balance,2050,1,4,4,-0.0
825,PL_E_Balance,2050,1,5,6,-0.0
826,PL_E_Balance,2050,1,7,8,-0.0
827,PL_E_Balance,2050,1,9,9,-0.0
828,PL_E_Balance,2050,1,10,12,-0.0
829,PL_E_Balance,2050,1,13,15,-0.0
830,PL_E_Balance,2050,1,16,16,-0.0
831,PL_E_Balance,2050,1,17,18,-0.0
832,PL_E_Balance,2050,1,19,20,-0.0
833,PL_E_Balance,2050,1,21,21,-0.0
834,PL_E_Balance,2050,1,22,24,-0.0
835,PL_E_Balance,2050,2,1,3,19804.962536445015
836,PL_E_Balance,2050,2,4,4,-4555.1413833823535
837,PL_E_Balance,2050,2,5,6,9110.282766764707
838,PL_E_Balance,2050,2,7,8,-3036.7609222549027
839,PL_E_Balance,2050,2,9,9,6073.521844509804
840,PL_E_Balance,2050,2,10,12,-0.0
841,PL_E_Balance,2050,2,13,15,-0.0
842,PL_E_Balance,2050,2,16,16,6073.521844509804
843,PL_E_Balance,2050,2,17,18,-4555.1413833823535
844,PL_E_Balance,2050,2,19,20,10628.663227892157
845,PL_E_Balance,2050,2,21,21,-6073.521844509801
846,PL_E_Balance,2050,2,22,24,19804.962536445015
847,PL_E_Balance,2050,3,1,3,1.6484591469634324e-12
848,PL_E_Balance,2050,3,4,4,-1.6484591469634324e-12
849,PL_E_Balance,2050,3,5,6,9.663381206337363e-13
850,PL_E_Balance,2050,3,7,8,-0.0
851,PL_E_Balance,2050,3,9,9,-0.0
852,PL_E_Balance,2050,3,10,12,-0.0
853,PL_E_Balance,2050,3,13,15,-0.0
854,PL_E_Balance,2050,3,16,16,-0.0
855,PL_E_Balance,2050,3,17,18,-0.0
856,PL_E_Balance,2050,3,19,20,-0.0
857,PL_E_Balance,2050,3,21,21,-0.0
858,PL_E_Balance,2050,3,22,24,-0.0
859,PT_E_Balance,2050,1,1,4,-0.0
860,PT_E_Balance,2050,1,5,8,-0.0
861,PT_E_Balance,2050,1,9,12,-0.0
862,PT_E_Balance,2050,1,13,16,-0.0
863,PT_E_Balance,2050,1,17,20,-0.0
864,PT_E_Balance,2050,1,21,24,-0.0
865,PT_E_Balance,2050,2,1,4,-0.0
866,PT_E_Balance,2050,2,5,8,-0.0
867,PT_E_Balance,2050,2,9,12,-0.0
868,PT_E_Balance,2050,2,13,16,-0.0
869,PT_E_Balance,2050,2,17,20,-0.0
870,PT_E_Balance,2050,2,21,24,-0.0
871,PT_E_Balance,2050,3,1,4,-0.0
872,PT_E_Balance,2050,3,5,8,-0.0
873,PT_E_Balance,2050,3,9,12,-0.0
874,PT_E_Balance,2050,3,13,16,-0.0
875,PT_E_Balance,2050,3,17,20,-0.0
876,PT_E_Balance,2050,3,21,24,-0.0
877,RO_E_Balance,2050,1,1,4,4505.413299929449
878,RO_E_Balance,2050,1,5,8,4505.413299929447
879,RO_E_Balance,2050,1,9,12,-0.0
880,RO_E_Balance,2050,1,13,16,-0.0
881,RO_E_Balance,2050,1,17,20,4505.413299929449
882,RO_E_Balance,2050,1,21,24,4505.413299929449
883,RO_E_Balance,2050,2,1,4,6073.521844509804
884,RO_E_Balance,2050,2,5,8,6073.521844509804
885,RO_E_Balance,2050,2,9,12,-0.0
886,RO_E_Balance,2050,2,13,16,-0.0
887,RO_E_Balance,2050,2,17,20,6073.521844509804
888,RO_E_Balance,2050,2,21,24,6073.521844509804
889,RO_E_Balance,2050,3,1,4,6211.064855560747
890,RO_E_Balance,2050,3,5,8,6211.064855560751
891,RO_E_Balance,2050,3,9,12,-0.0
892,RO_E_Balance,2050,3,13,16,-0.0
893,RO_E_Balance,2050,3,17,20,6211.064855560747
894,RO_E_Balance,2050,3,21,24,6211.064855560747
895,SE_E_Balance,2050,1,1,4,-0.0
896,SE_E_Balance,2050,1,5,8,-0.0
897,SE_E_Balance,2050,1,9,12,-0.0
898,SE_E_Balance,2050,1,13,16,-0.0
899,SE_E_Balance,2050,1,17,20,-0.0
900,SE_E_Balance,2050,1,21,24,-0.0
901,SE_E_Balance,2050,2,1,4,-0.0
902,SE_E_Balance,2050,2,5,8,-0.0
903,SE_E_Balance,2050,2,9,12,-0.0
904,SE_E_Balance,2050,2,13,16,-0.0
905,SE_E_Balance,2050,2,17,20,-0.0
906,SE_E_Balance,2050,2,21,24,-0.0
907,SE_E_Balance,2050,3,1,4,9.663381206337363e-13
908,SE_E_Balance,2050,3,5,8,-0.0
909,SE_E_Balance,2050,3,9,12,-0.0
910,SE_E_Balance,2050,3,13,16,-0.0
911,SE_E_Balance,2050,3,17,20,-0.0
912,SE_E_Balance,2050,3,21,24,-0.0
913,SI_E_Balance,2050,1,1,4,-0.0
914,SI_E_Balance,2050,1,5,8,-0.0
915,SI_E_Balance,2050,1,9,12,-0.0
916,SI_E_Balance,2050,1,13,16,-0.0
917,SI_E_Balance,2050,1,17,20,-0.0
918,SI_E_Balance,2050,1,21,24,-0.0
919,SI_E_Balance,2050,2,1,4,6073.521844509804
920,SI_E_Balance,2050,2,5,8,6073.521844509802
921,SI_E_Balance,2050,2,9,12,-0.0
922,SI_E_Balance,2050,2,13,16,-0.0
923,SI_E_Balance,2050,2,17,20,4555.1413833823535
924,SI_E_Balance,2050,2,21,24,6073.521844509804
925,SI_E_Balance,2050,3,1,4,-0.0
926,SI_E_Balance,2050,3,5,8,-0.0
927,SI_E_Balance,2050,3,9,12,-0.0
928,SI_E_Balance,2050,3,13,16,-0.0
929,SI_E_Balance,2050,3,17,20,-0.0
930,SI_E_Balance,2050,3,21,24,-0.0
931,SK_E_Balance,2050,1,1,4,4505.413299929449
932,SK_E_Balance,2050,1,5,8,4505.413299929447
933,SK_E_Balance,2050,1,9,12,-0.0
934,SK_E_Balance,2050,1,13,16,-0.0
935,SK_E_Balance,2050,1,17,20,4505.413299929449
936,SK_E_Balance,2050,1,21,24,4505.413299929449
937,SK_E_Balance,2050,2,1,4,6073.521844509804
938,SK_E_Balance,2050,2,5,8,6073.521844509804
939,SK_E_Balance,2050,2,9,12,6073.521844509804
940,SK_E_Balance,2050,2,13,16,6073.521844509804
941,SK_E_Balance,2050,2,17,20,6073.521844509804
942,SK_E_Balance,2050,2,21,24,6073.521844509804
943,SK_E_Balance,2050,3,1,4,6211.064855560747
944,SK_E_Balance,2050,3,5,8,6211.064855560751
945,SK_E_Balance,2050,3,9,12,-0.0
946,SK_E_Balance,2050,3,13,16,-0.0
947,SK_E_Balance,2050,3,17,20,6211.064855560747
948,SK_E_Balance,2050,3,21,24,6211.064855560747
949,UK_E_Balance,2050,1,1,1,5.17585974080248e-13
950,UK_E_Balance,2050,1,2,2,-5.17585974080248e-13
951,UK_E_Balance,2050,1,3,3,5.17585974080248e-13
952,UK_E_Balance,2050,1,4,4,-5.17585974080248e-13
953,UK_E_Balance,2050,1,5,5,-0.0
954,UK_E_Balance,2050,1,6,6,-0.0
955,UK_E_Balance,2050,1,7,7,-0.0
956,UK_E_Balance,2050,1,8,8,-0.0
957,UK_E_Balance,2050,1,9,9,-4.547473508864641e-13
958,UK_E_Balance,2050,1,10,10,4.547473508864641e-13
959,UK_E_Balance,2050,1,11,11,-0.0
960,UK_E_Balance,2050,1,12,12,-0.0
961,UK_E_Balance,2050,1,13,13,-0.0
962,UK_E_Balance,2050,1,14,14,-0.0
963,UK_E_Balance,2050,1,15,15,-0.0
964,UK_E_Balance,2050,1,16,16,-0.0
965,UK_E_Balance,2050,1,17,17,-0.0
966,UK_E_Balance,2050,1,18,18,5.17585974080248e-13
967,UK_E_Balance,2050,1,19,19,-0.0
968,UK_E_Balance,2050,1,20,20,-0.0
969,UK_E_Balance,2050,1,21,21,-0.0
970,UK_E_Balance,2050,1,22,22,-0.0
971,UK_E_Balance,2050,1,23,23,-0.0
972,UK_E_Balance,2050,1,24,24,-0.0
973,UK_E_Balance,2050,2,1,1,1518.380461127451
974,UK_E_Balance,2050,2,2,2,1518.380461127451
975,UK_E_Balance,2050,2,3,3,1518.380461127451
976,UK_E_Balance,2050,2,4,4,1518.380461127451
977,UK_E_Balance,2050,2,5,5,1518.380461127451
978,UK_E_Balance,2050,2,6,6,1518.380461127451
979,UK_E_Balance,2050,2,7,7,1518.380461127451
980,UK_E_Balance,2050,2,8,8,1518.380461127451
981,UK_E_Balance,2050,2,9,9,1518.380461127451
982,UK_E_Balance,2050,2,10,10,1518.3804611274527
983,UK_E_Balance,2050,2,11,11,-0.0
984,UK_E_Balance,2050,2,12,12,-0.0
985,UK_E_Balance,2050,2,13,13,-0.0
986,UK_E_Balance,2050,2,14,14,-0.0
987,UK_E_Balance,2050,2,15,15,-0.0
988,UK_E_Balance,2050,2,16,16,-0.0
989,UK_E_Balance,2050,2,17,17,-0.0
990,UK_E_Balance,2050,2,18,18,1518.380461127451
991,UK_E_Balance,2050,2,19,19,1518.380461127451
992,UK_E_Balance,2050,2,20,20,1518.380461127451
993,UK_E_Balance,2050,2,21,21,1518.380461127451
994,UK_E_Balance,2050,2,22,22,1518.380461127451
995,UK_E_Balance,2050,2,23,23,1518.380461127451
996,UK_E_Balance,2050,2,24,24,1518.380461127451
997,UK_E_Balance,2050,3,1,1,-0.0
998,UK_E_Balance,2050,3,2,2,-0.0
999,UK_E_Balance,2050,3,3,3,-0.0
1000,UK_E_Balance,2050,3,4,4,-0.0
1001,UK_E_Balance,2050,3,5,5,-0.0
1002,UK_E_Balance,2050,3,6,6,-0.0
1003,UK_E_Balance,2050,3,7,7,-0.0
1004,UK_E_Balance,2050,3,8,8,-0.0
1005,UK_E_Balance,2050,3,9,9,-0.0
1006,UK_E_Balance,2050,3,10,10,-0.0
1007,UK_E_Balance,2050,3,11,11,-0.0
1008,UK_E_Balance,2050,3,12,12,-0.0
1009,UK_E_Balance,2050,3,13,13,-0.0
1010,UK_E_Balance,2050,3,14,14,-0.0
1011,UK_E_Balance,2050,3,15,15,-0.0
1012,UK_E_Balance,2050,3,16,16,-0.0
1013,UK_E_Balance,2050,3,17,17,-0.0
1014,UK_E_Balance,2050,3,18,18,-0.0
1015,UK_E_Balance,2050,3,19,19,-0.0
1016,UK_E_Balance,2050,3,20,20,-0.0
1017,UK_E_Balance,2050,3,21,21,-0.0
1018,UK_E_Balance,2050,3,22,22,-0.0
1019,UK_E_Balance,2050,3,23,23,-0.0
1020,UK_E_Balance,2050,3,24,24,-0.0
